age;d13C;author
359.28;2.75;Base of costatus-kockeli IR Conodont subzone
359.62;2.3;40% up in praesulcata Conodont zone
359.92;2.5;80% up in upper expansa Conodont subzone
360.08;2.4;40% up in upper expansa Conodont zone
360.57;2.45;71% up in middle expansa Conodont subzone
361.97;1.8;33% up in lower expansa Conodont subzone
362.49;1.7;40% up in upper styriacus Conodont subzone
362.71;1.65;80% up in lower styriacus Conodont subzone
362.94;1.7;20% up in lower styriacus Conodont subzone
363.36;1.9;40% up in upper trachytera Conodont subzone
363.95;1.75;40% up in lower trachytera Conodont subzone
364.49;1.8;33% up in uppermost marginifera Conodont subzone
365.33;1.9;50% up in upper marginifera Conodont subzone
366.24;2.05;67% up in lower marginifera Conodont subzone
366.95;1.35;50% up in upper rhomboidea Conodont subzone
367.73;1.3;Base of rhomboidea Conodont zone
368.33;1.7;Base of uppermost crepida Conodont subzone
368.62;1.55;50% up in upper crepida Conodont subzone
369.22;1.7;50% up in middle crepida Conodont subzone
369.52;1.55;Base of middle crepida Conodont subzone
370.47;1.6;50% up in upper triangularis Conodont subzone
371.53;2.7;Base of middle triangularis Conodont subzone
372.64;3.3;Base of Conodont subzone 13c
373.71;1.15;40% up in Conodont subzone 13a
374.4;3.5;83% up in Conodont subzone 12
376.01;0.9;60% up in Conodont subzone 11
377.4;1.4;Base of Conodont subzone 10
378.25;1.55;33% up in Conodont subzone 8
378.89;2.25;60% up in nonaginta-primus Conodont zone
379.35;2.7;20% up in nonaginta-primus Conodont zone
380.18;3.25;25% up in Conodont subzone 5
380.38;2.4;Base of Conodont subzone 5
380.82;2.6;50% up in Conodont subzone 4
381.49;1.55;83% up in rotundiloba Conodont zone
381.97;3.5;50% up in rotundiloba Conodont zone
383.31;0.8;80% up in disparilis Conodont zone
384.57;1.65;Base of cristatus ectypus Conodont subzone
385.13;2.55;66% up in semialternans Conodont zone
385.41;2.2;Base of semialternans Conodont zone
385.65;1.95;71% up in ansatus Conodont zone
386.25;3.15;Base of ansatus Conodont zone
386.59;2.15;50% up in rhenanus-varcus Conodont zone
386.92;2.85;Base of rhenanus-varcus Conodont zone
386.98;2.1;83% up in timorensis Conodont zone
387.17;0.9;33% up in timorensis Conodont zone
388.03;2.4;33% up in ensensis Conodont zone
388.87;1.55;25% up in kockelianus Conodont zone
389.23;1.35;Base of australis Conodont zone
391.14;1.4;20% up in costatus Conodont zone
392.27;1.95;60% up in partitus Conodont zone
394.63;1.6;17% up in patulus Conodont zone
397.68;1.4;Base of serotinus Conodont zone
399.3;1.2;Base of laticostatus Conodont subzone
401.39;0.8;80% up in nothoperbonus Conodont zone
403.5;1;Base of nothoperbonus Conodont zone
404.55;1.2;Base of gronbergi Conodont zone
406.11;1.5;Base of excavatus Conodont zone
407.57;2.4;Base of kitabicus Conodont zone
408.36;2.35;20% up in pireneae Conodont subzone
408.55;2.45;Base of pireneae Conodont subzone
410.19;2.8;Base of profunda Conodont zone
410.78;2.5;Base of steinachensis Beta Conodont subzone
411.53;1.1;66% up in gilberti Conodont zone
412.83;0.85;83% up in trigonicus Conodont zone
413.48;0.5;Base of trigonicus Conodont zone
415.38;0;Base of omoalpha Conodont zone
415.65;1.3;86% up in postwoschmidti Conodont zone
415.92;2;71% up in postwoschmidti Conodont zone
417.27;2.8;Base of postwoschmidti Conodont zone
418.34;3.35;38% up in hesperius Conodont zone  [used here as top of Klonk]
418.98;4.3;Base of hesperius Conodont zone.  Peak (and magnitude) moved to here to be consistent with Cramer et al. 2013 top-Silurian peak of Klonk (ca. 4.5 on their scale) => added 2 per-mi to Becker's in GTS2012 here
419.1;4.5;75% up in eosteinhornensis Conodont zone.  .  Peak magnitude adjused to here to be consistent with Cramer et al. 2013 top-Silurian peak of Klonk (ca. 4.5 on their scale) => added 4 per-mi to Becker's in GTS2012 here
419.51;4.86;CALIBRATION = 89.51% up Pr2 - Monograptus bouceki graptolite Zone -- BELOW is from Cramer 2011 (but with Cramer 2013 revised ages for Ludlow and Homerian)
419.8;3.83;CALIBRATION = 79.46% up Pr2 - Monograptus bouceki graptolite Zone
419.87;1.63;CALIBRATION = 77.23% up Pr2 - Monograptus bouceki graptolite Zone
419.9;1.26;CALIBRATION = 76.12% up Pr2 - Monograptus bouceki graptolite Zone
420.16;1;CALIBRATION = 67.19% up Pr2 - Monograptus bouceki graptolite Zone
420.52;0.88;CALIBRATION = 54.91% up Pr2 - Monograptus bouceki graptolite Zone
421.04;0.95;CALIBRATION = 37.05% up Pr2 - Monograptus bouceki graptolite Zone
421.44;1.15;CALIBRATION = 23.66% up Pr2 - Monograptus bouceki graptolite Zone
421.86;1.56;CALIBRATION = 9.15% up Pr2 - Monograptus bouceki graptolite Zone
422.18;1.86;CALIBRATION = 94.48% up Pr1 - Monograptus parultimus graptolite Zone
422.32;1.86;CALIBRATION = 77.03% up Pr1 - Monograptus parultimus graptolite Zone
422.44;1.7;CALIBRATION = 62.50% up Pr1 - Monograptus parultimus graptolite Zone
422.62;1.33;CALIBRATION = 40.70% up Pr1 - Monograptus parultimus graptolite Zone
422.79;1.17;CALIBRATION = 20.35% up Pr1 - Monograptus parultimus graptolite Zone
422.95;1.2;CALIBRATION = 1.45% up Pr1 - Monograptus parultimus graptolite Zone
423.04;1.43;CALIBRATION = 73.21% up Lu3 - Ozarkodina crispa conodont Zone
423.1;1.8;CALIBRATION = 53.13% up Lu3 - Ozarkodina crispa conodont Zone
423.17;2.47;CALIBRATION = 30.80% up Lu3 - Ozarkodina crispa conodont Zone
423.2;3.02;CALIBRATION = 19.64% up Lu3 - Ozarkodina crispa conodont Zone
423.24;3.7;CALIBRATION = 8.48% up Lu3 - Ozarkodina crispa conodont Zone
423.26;4.45;CALIBRATION = 1.79% up Lu3 - Ozarkodina crispa conodont Zone
423.28;6.27;CALIBRATION = 96.80% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.3;6.97;CALIBRATION = 93.90% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.37;7.61;CALIBRATION = 83.72% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.44;7.95;CALIBRATION = 72.09% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.56;8.11;CALIBRATION = 53.20% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.68;8.06;CALIBRATION = 34.30% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.74;7.78;CALIBRATION = 22.67% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.8;7.45;CALIBRATION = 13.95% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.82;6.9;CALIBRATION = 11.05% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.83;1.07;CALIBRATION = 9.59% up Lu2 - Ozarkodina snajdri conodont Interval Zone
423.94;0.85;CALIBRATION = 97.35% up Lu1 - Saetograptus leintwardinensis äÅ‹ Saetograptus linearis graptolite Zone
424.34;0.77;CALIBRATION = 72.73% up Lu1 - Saetograptus leintwardinensis äÅ‹ Saetograptus linearis graptolite Zone
424.73;0.85;CALIBRATION = 50.00% up Lu1 - Saetograptus leintwardinensis äÅ‹ Saetograptus linearis graptolite Zone
425.05;1.18;CALIBRATION = 31.06% up Lu1 - Saetograptus leintwardinensis äÅ‹ Saetograptus linearis graptolite Zone
423.94;1.38;CALIBRATION = 14.02% up Lu1 - Saetograptus leintwardinensis äÅ‹ Saetograptus linearis graptolite Zone
425.57;1.3;Base of S. linearis
425.65;1.1;CALIBRATION = 93.57% up Go2 - Lobograptus scanicus graptolite Zone
425.9;0.88;CALIBRATION = 75.71% up Go2 - Lobograptus scanicus graptolite Zone
426.14;0.82;CALIBRATION = 57.86% up Go2 - Lobograptus scanicus graptolite Zone
426.45;0.82;CALIBRATION = 34.64% up Go2 - Lobograptus scanicus graptolite Zone
426.9;0.85;CALIBRATION = 2.50% up Go2 - Lobograptus scanicus graptolite Zone
427.08;0.85;CALIBRATION = 64.58% up Go1 - Neodiversograptus nilssoni äÅ‹ Lobograptus progenitor graptolite Zone
427.42;0.92;CALIBRATION = 89.54% up Ho3 - Colonograptus ludensis graptolite Zone
427.5;1.05;CALIBRATION = 75.51% up Ho3 - Colonograptus ludensis graptolite Zone
427.55;1.28;CALIBRATION = 66.58% up Ho3 - Colonograptus ludensis graptolite Zone
427.6;1.8;CALIBRATION = 57.65% up Ho3 - Colonograptus ludensis graptolite Zone
427.66;2.52;CALIBRATION = 47.45% up Ho3 - Colonograptus ludensis graptolite Zone
427.75;2.79;CALIBRATION = 32.14% up Ho3 - Colonograptus ludensis graptolite Zone
427.85;2.77;CALIBRATION = 14.29% up Ho3 - Colonograptus ludensis graptolite Zone
427.9;2.54;CALIBRATION = 5.36% up Ho3 - Colonograptus ludensis graptolite Zone
427.94;2.21;CALIBRATION = 98.98% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
427.98;1.93;CALIBRATION = 92.60% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.07;1.83;CALIBRATION = 82.40% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.14;1.96;CALIBRATION = 73.47% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.15;2.23;CALIBRATION = 70.92% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.18;2.71;CALIBRATION = 68.37% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.22;2.96;CALIBRATION = 61.99% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.3;3.12;CALIBRATION = 51.79% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.47;3.12;CALIBRATION = 30.10% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.58;2.96;CALIBRATION = 14.80% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.63;2.34;CALIBRATION = 8.42% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.64;2.72;CALIBRATION = 8.42% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.65;1.8;CALIBRATION = 5.87% up Ho2 - Pristiograptus parvus äÅ‹ Gothograptus nassa graptolite Zone
428.72;1.5;CALIBRATION = 99.07% up Ho1 - Cyrtograptus lundgreni graptolite Zone
429.16;1.28;CALIBRATION = 73.61% up Ho1 - Cyrtograptus lundgreni graptolite Zone
429.89;1.2;CALIBRATION = 31.94% up Ho1 - Cyrtograptus lundgreni graptolite Zone
430.48;1.23;CALIBRATION = 97.22% up Sh3 - End of the early Sheinwoodian (Ireviken) d13Ccarb excursion = close to Base of graptolite zone Cyrto. rigidus
430.85;1.36;CALIBRATION = 57.87% up Sh3 - End of the early Sheinwoodian (Ireviken) d13Ccarb excursion = close to Base of graptolite zone Cyrto. rigidus
431.3;1.66;CALIBRATION = 11.57% up Sh3 - End of the early Sheinwoodian (Ireviken) d13Ccarb excursion = close to Base of graptolite zone Cyrto. rigidus
431.55;1.96;CALIBRATION = 87.07% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
431.59;2.38;CALIBRATION = 82.76% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
431.64;2.82;CALIBRATION = 78.45% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
431.71;3.98;CALIBRATION = 71.98% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
431.73;4.58;CALIBRATION = 69.83% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
431.87;4.78;CALIBRATION = 56.90% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
432.1;4.93;CALIBRATION = 35.34% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
432.45;4.91;CALIBRATION = 3.02% up Sh2 - Upper K. ranuliformis conodont Zone (within the K. ranuliformis conodont Superzone) = put 50% up here
432.68;4.8;CALIBRATION = 77.38% up Sh1 - Cyrtograptus murchisoni graptolite Zone
432.83;4.53;CALIBRATION = 59.52% up Sh1 - Cyrtograptus murchisoni graptolite Zone
432.86;4.2;CALIBRATION = 56.55% up Sh1 - Cyrtograptus murchisoni graptolite Zone
432.94;2.76;CALIBRATION = 47.62% up Sh1 - Cyrtograptus murchisoni graptolite Zone
433.09;2.43;CALIBRATION = 29.76% up Sh1 - Cyrtograptus murchisoni graptolite Zone
433.36;2.06;CALIBRATION = 96.88% up Te5 - Cyrtograptus insectus graptolite Zone
433.42;1.83;CALIBRATION = 76.56% up Te5 - Cyrtograptus insectus graptolite Zone
433.47;1.66;CALIBRATION = 57.81% up Te5 - Cyrtograptus insectus graptolite Zone
433.56;1.53;CALIBRATION = 26.56% up Te5 - Cyrtograptus insectus graptolite Zone
433.7;1.45;CALIBRATION = 95.45% up Te4 - Pterospathodus amorphognathoides amorphognathoides conodont Zone
434.04;1.43;CALIBRATION = 72.73% up Te4 - Pterospathodus amorphognathoides amorphognathoides conodont Zone
434.56;1.45;CALIBRATION = 38.64% up Te4 - Pterospathodus amorphognathoides amorphognathoides conodont Zone
435.19;1.51;CALIBRATION = 97.33% up Te3 - Monoclimacis crenulata graptolite Zone
436.23;1.89;CALIBRATION = 20.94% up Te3 - Monoclimacis crenulata graptolite Zone
436.36;1.91;CALIBRATION = 10.79% up Te3 - Monoclimacis crenulata graptolite Zone
436.46;1.8;CALIBRATION = 3.85% up Te3 - Monoclimacis crenulata graptolite Zone
436.63;1.63;CALIBRATION = 87.21% up Te2 - Pterospathodus eopennatus conodont Superzone
436.76;1.63;CALIBRATION = 72.67% up Te2 - Pterospathodus eopennatus conodont Superzone
436.9;1.8;CALIBRATION = 58.14% up Te2 - Pterospathodus eopennatus conodont Superzone
436.96;2.08;CALIBRATION = 50.87% up Te2 - Pterospathodus eopennatus conodont Superzone
437;2.47;CALIBRATION = 46.51% up Te2 - Pterospathodus eopennatus conodont Superzone
437.08;2.72;CALIBRATION = 37.79% up Te2 - Pterospathodus eopennatus conodont Superzone
437.26;2.81;CALIBRATION = 18.90% up Te2 - Pterospathodus eopennatus conodont Superzone
437.4;2.66;CALIBRATION = 2.91% up Te2 - Pterospathodus eopennatus conodont Superzone
437.5;2.36;CALIBRATION = 93.59% up Te1 - Spirograptus guerichi graptolite Zone
437.62;2.13;CALIBRATION = 82.37% up Te1 - Spirograptus guerichi graptolite Zone
437.81;2;CALIBRATION = 64.10% up Te1 - Spirograptus guerichi graptolite Zone
438.14;1.92;CALIBRATION = 33.33% up Te1 - Spirograptus guerichi graptolite Zone
438.3;1.71;CALIBRATION = 17.95% up Te1 - Spirograptus guerichi graptolite Zone
438.33;0.43;CALIBRATION = 15.38% up Te1 - Spirograptus guerichi graptolite Zone
438.38;-0.26;CALIBRATION = 10.26% up Te1 - Spirograptus guerichi graptolite Zone
438.49;-0.42;CALIBRATION = 0.00% up Te1 - Spirograptus guerichi graptolite Zone
438.51;-0.18;CALIBRATION = 92.86% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.52;0.19;CALIBRATION = 89.29% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.56;2.98;CALIBRATION = 75.00% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.58;3.19;CALIBRATION = 67.86% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.63;3.27;CALIBRATION = 46.43% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.69;3.14;CALIBRATION = 25.00% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.73;2.82;CALIBRATION = 10.71% up Ae3 - Stimulograptus sedgwickii graptolite Zone
438.86;1.97;CALIBRATION = 86.36% up Ae2 - Monograptus argenteus äÅ‹ Pribylograptus leptotheca graptolite Zone
438.99;1.79;CALIBRATION = 68.18% up Ae2 - Monograptus argenteus äÅ‹ Pribylograptus leptotheca graptolite Zone
439.13;1.76;CALIBRATION = 47.73% up Ae2 - Monograptus argenteus äÅ‹ Pribylograptus leptotheca graptolite Zone
439.31;1.79;CALIBRATION = 22.73% up Ae2 - Monograptus argenteus äÅ‹ Pribylograptus leptotheca graptolite Zone
439.5;1.97;CALIBRATION = 97.56% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
439.69;2.26;CALIBRATION = 82.93% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
439.88;2.87;CALIBRATION = 68.29% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
440.1;3.14;CALIBRATION = 51.22% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
440.33;3.19;CALIBRATION = 34.15% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
440.52;3.06;CALIBRATION = 19.51% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
440.67;2.71;CALIBRATION = 7.32% up Ae1 - Demirastrites triangulatus äÅ‹ D. pectinatus graptolite Zone
440.78;2.34;CALIBRATION = 98.21% up Rh3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
440.89;2.04;CALIBRATION = 85.29% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone -- BELOW is from Melchin et al., 2013
441.03;1.91;CALIBRATION = 67.65% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
441.19;1.71;CALIBRATION = 47.06% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
441.26;1.38;CALIBRATION = 38.24% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
441.31;0.52;CALIBRATION = 32.35% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
441.33;-0.15;CALIBRATION = 29.41% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
441.43;-0.48;CALIBRATION = 17.65% up RH3 - Co. cyphus äÅ‹M. revolutus graptolite Zone
441.59;-0.08;CALIBRATION = 97.37% up Rh2 - Cystograptus vesiculosus graptolite Zone
441.69;0.78;CALIBRATION = 86.84% up Rh2 - Cystograptus vesiculosus graptolite Zone
441.78;0.98;CALIBRATION = 76.32% up Rh2 - Cystograptus vesiculosus graptolite Zone
443.25;1.11;CALIBRATION = 42.59% up Rh1 - Silurian (first appearance of the graptolite Akidograptus ascensus)
443.63;1.18;CALIBRATION = 14.81% up Rh1 - Silurian (first appearance of the graptolite Akidograptus ascensus)
443.89;-1.5;CALIBRATION = 80.56% up Hi2
443.99;-0.44;CALIBRATION = 52.78% up Hi2
444.01;-0.1;CALIBRATION = 44.44% up Hi2
444.07;-0.03;CALIBRATION = 27.78% up Hi2
444.14;0.05;CALIBRATION = 5.56% up Hi2 - Top of HICE
444.19;0.91;"Defines Base of Hi2  (which is circular for the age assignment; so base-H2 is also about 40% up in M. persculptus graptolite zone)"
444.25;2.25;CALIBRATION = 91.43% up Hi1 - N. extraordinarius Zone (graptolite)
444.3;3.01;CALIBRATION = 86.26% up Hi1 - N. extraordinarius Zone (graptolite)
444.39;3.95;CALIBRATION = 77.14% up Hi1 - N. extraordinarius Zone (graptolite)
444.42;4.86;CALIBRATION = 74.29% up Hi1 - N. extraordinarius Zone (graptolite)
444.46;5.34;CALIBRATION = 70.39% up Hi1 - N. extraordinarius Zone (graptolite)
444.5;5.76;CALIBRATION = 65.62% up Hi1 - N. extraordinarius Zone (graptolite)
444.59;6.15;CALIBRATION = 57.14% up Hi1 - N. extraordinarius Zone (graptolite)
444.59;6.56;CALIBRATION = 57.14% up Hi1 - N. extraordinarius Zone (graptolite)
444.65;6.79;CALIBRATION = 51.43% up Hi1 - N. extraordinarius Zone (graptolite)
444.76;6.94;CALIBRATION = 40.00% up Hi1 - N. extraordinarius Zone (graptolite)
444.99;6.83;CALIBRATION = 17.14% up Hi1 - N. extraordinarius Zone (graptolite)
445.1;4;CALIBRATION = 5.71% up Hi1 - N. extraordinarius Zone (graptolite)
445.3;1.51;CALIBRATION = 95.62% up Ka4 - D. complanatus Zone (graptolite)
445.94;0.52;CALIBRATION = 75.91% up Ka4 - D. complanatus Zone (graptolite)
446.38;-0.01;CALIBRATION = 62.04% up Ka4 - D. complanatus Zone (graptolite)
446.71;-0.15;CALIBRATION = 51.82% up Ka4 - D. complanatus Zone (graptolite)
446.97;-0.15;CALIBRATION = 43.80% up Ka4 - D. complanatus Zone (graptolite)
447.09;0.78;CALIBRATION = 40.15% up Ka4 - D. complanatus Zone (graptolite)
447.13;1.77;CALIBRATION = 38.69% up Ka4 - D. complanatus Zone (graptolite)
447.23;2.24;CALIBRATION = 35.77% up Ka4 - D. complanatus Zone (graptolite)
447.44;1.84;CALIBRATION = 29.20% up Ka4 - D. complanatus Zone (graptolite)
447.67;0.65;CALIBRATION = 21.90% up Ka4 - D. complanatus Zone (graptolite)
447.93;0.52;CALIBRATION = 13.87% up Ka4 - D. complanatus Zone (graptolite)
448.26;0.78;CALIBRATION = 3.65% up Ka4 - D. complanatus Zone (graptolite)
448.45;1.71;CALIBRATION = 83.33% up Ka3 - A. ordovicicus Zone (conodont)
448.56;2.11;CALIBRATION = 58.33% up Ka3 - A. ordovicicus Zone (conodont)
448.69;1.44;CALIBRATION = 30.56% up Ka3 - A. ordovicicus Zone (conodont)
448.85;0.45;CALIBRATION = 97.78% up Ka2 - P. linearis Zone (graptolite)
449.21;-0.01;CALIBRATION = 73.33% up Ka2 - P. linearis Zone (graptolite)
449.4;0.32;CALIBRATION = 60.00% up Ka2 - P. linearis Zone (graptolite)
449.44;1.18;CALIBRATION = 57.78% up Ka2 - P. linearis Zone (graptolite)
449.47;1.58;CALIBRATION = 55.56% up Ka2 - P. linearis Zone (graptolite)
450.35;0.25;CALIBRATION = 97.35% up Ka1 - D. caudatus Zone (graptolite)
450.57;1.77;CALIBRATION = 89.38% up Ka1 - D. caudatus Zone (graptolite)
450.73;1.58;CALIBRATION = 83.19% up Ka1 - D. caudatus Zone (graptolite)
450.88;0.65;CALIBRATION = 77.88% up Ka1 - D. caudatus Zone (graptolite)
451.26;0.45;CALIBRATION = 63.72% up Ka1 - D. caudatus Zone (graptolite)
451.47;-0.01;CALIBRATION = 55.75% up Ka1 - D. caudatus Zone (graptolite)
451.66;0.05;CALIBRATION = 48.67% up Ka1 - D. caudatus Zone (graptolite)
451.85;0.52;CALIBRATION = 41.59% up Ka1 - D. caudatus Zone (graptolite)
451.99;0.72;CALIBRATION = 36.28% up Ka1 - D. caudatus Zone (graptolite)
452.61;0.78;CALIBRATION = 13.27% up Ka1 - D. caudatus Zone (graptolite)
452.8;0.98;CALIBRATION = 6.19% up Ka1 - D. caudatus Zone (graptolite)
452.92;2.3;CALIBRATION = 1.77% up Ka1 - D. caudatus Zone (graptolite)
453.26;1.91;CALIBRATION = 92.12% up Sa2 - C. bicornis Zone (Graptolite)
453.41;1.18;CALIBRATION = 87.88% up Sa2 - C. bicornis Zone (Graptolite)
453.64;0.58;CALIBRATION = 81.82% up Sa2 - C. bicornis Zone (Graptolite)
454.03;0.25;CALIBRATION = 70.91% up Sa2 - C. bicornis Zone (Graptolite)
454.35;0.12;CALIBRATION = 62.42% up Sa2 - C. bicornis Zone (Graptolite)
454.61;-0.15;CALIBRATION = 55.15% up Sa2 - C. bicornis Zone (Graptolite)
455.14;-0.08;CALIBRATION = 40.61% up Sa2 - C. bicornis Zone (Graptolite)
456.05;-0.21;CALIBRATION = 15.76% up Sa2 - C. bicornis Zone (Graptolite)
456.21;-0.33;"CALIBRATION = 11.43% up Sa2 - C. bicornis Zone (Graptolite) -- BELOW is from Bergstrom 1998 (rescaled by Cooper et al; GTS2012)"
456.68;-0.48;CALIBRATION = 97.22% up Sa1 - N. gracilis Zone (graptolite)
457.16;-0.1;CALIBRATION = 69.44% up Sa1 - N. gracilis Zone (graptolite)
457.45;0.09;CALIBRATION = 52.78% up Sa1 - N. gracilis Zone (graptolite)
457.83;0.24;CALIBRATION = 30.56% up Sa1 - N. gracilis Zone (graptolite)
458.17;0.5;CALIBRATION = 11.11% up Sa1 - N. gracilis Zone (graptolite)
458.71;0.28;CALIBRATION = 91.43% up Dw3 - P. serra Zone (conodont)
459.56;0.7;CALIBRATION = 71.02% up Dw3 - P. serra Zone (conodont)
460.15;1.14;CALIBRATION = 56.73% up Dw3 - P. serra Zone (conodont)
461.08;1.49;CALIBRATION = 34.29% up Dw3 - P. serra Zone (conodont)
461.91;1.68;CALIBRATION = 14.29% up Dw3 - P. serra Zone (conodont)
462.98;1.56;CALIBRATION = 82.86% up Dw2 - D. artus A zone (graptolite)
463.55;1.19;CALIBRATION = 62.86% up Dw2 - D. artus A zone (graptolite)
463.71;0.62;CALIBRATION = 57.14% up Dw2 - D. artus A zone (graptolite)
464.27;0.62;CALIBRATION = 37.14% up Dw2 - D. artus A zone (graptolite)
464.51;0.2;CALIBRATION = 28.57% up Dw2 - D. artus A zone (graptolite)
464.68;-0.33;CALIBRATION = 22.86% up Dw2 - D. artus A zone (graptolite)
464.92;-0.29;CALIBRATION = 14.29% up Dw2 - D. artus A zone (graptolite)
465.16;0.05;CALIBRATION = 5.71% up Dw2 - D. artus A zone (graptolite)
465.32;0.54;CALIBRATION = 0.00% up Dw2 - D. artus A zone (graptolite)
465.63;0.96;CALIBRATION = 83.78% up Dw1 - U. austrodentatus Zone (graptolite)
465.89;0.66;CALIBRATION = 70.27% up Dw1 - U. austrodentatus Zone (graptolite)
466.47;0.47;CALIBRATION = 40.54% up Dw1 - U. austrodentatus Zone (graptolite)
466.86;0.7;CALIBRATION = 20% up Dw1 - U. austrodentatus Zone (graptolite)
467.06;0.2;CALIBRATION = 10% up Dw1 - U. austrodentatus Zone (graptolite)
467.31;0.35;CALIBRATION = 94.29% up Dp3 - Oncograptus Zone (graptolite)
467.61;0.35;CALIBRATION = 65.71% up Dp3 - Oncograptus Zone (graptolite)
467.89;0.2;CALIBRATION = 40.00% up Dp3 - Oncograptus Zone (graptolite)
468.36;-0.14;CALIBRATION = 88.57% up Dp2 - I. v. maximus Zone (graptolite)
468.47;-0.18;CALIBRATION = 62.86% up Dp2 - I. v. maximus Zone (graptolite)
468.59;-0.06;CALIBRATION = 37.14% up Dp2 - I. v. maximus Zone (graptolite)
468.63;0.13;CALIBRATION = 27.76% up Dp2 - I. v. maximus Zone (graptolite)
468.71;0.08;CALIBRATION = 9.39% up Dp2 - I. v. maximus Zone (graptolite)
469.16;0.37;CALIBRATION = 66.53% up Dp1
469.55;-0.36;CALIBRATION = 33.88% up Dp1
469.8;-0.08;CALIBRATION = 13.47% up Dp1
470.32;0.08;CALIBRATION = 85.32% up Fl3 - D. protobifidus Zone (graptolite)
471.1;0.05;CALIBRATION = 53.57% up Fl3 - D. protobifidus Zone (graptolite)
471.78;-0.03;CALIBRATION = 25.79% up Fl3 - D. protobifidus Zone (graptolite)
472.67;-0.22;CALIBRATION = 81.63% up Fl2 - Oe. evae Zone (conodont)
473.25;-0.57;CALIBRATION = 40.82% up Fl2 - Oe. evae Zone (conodont)
473.57;-0.81;CALIBRATION = 18.37% up Fl2 - Oe. evae Zone (conodont)
473.77;-0.3;CALIBRATION = 4.08% up Fl2 - Oe. evae Zone (conodont)
474.29;-0.2;CALIBRATION = 88.10% up Fl1 - T. approximatus Zone (graptolite)
475.06;-0.79;CALIBRATION = 68.25% up Fl1 - T. approximatus Zone (graptolite)
475.76;-1.25;CALIBRATION = 50.40% up Fl1 - T. approximatus Zone (graptolite)
476.69;-2.25;CALIBRATION = 26.59% up Fl1 - T. approximatus Zone (graptolite)
